country,sex,birthyear,age,life_satisfaction,work_importance,financial_satisfaction,religiousity,political_scale,marital_status,employment,work_importance_r,age_group
SGP,Female,1953,66,9,1,8,A religious person,5,Married,Self employed,4,61+
SGP,Female,1954,66,6,3,4,An atheist,6,Married,Retired/pensioned,2,61+
SGP,Male,1954,66,9,3,7,A religious person,8,Married,Retired/pensioned,2,61+
SGP,Female,1953,66,8,1,8,A religious person,10,Single,Retired/pensioned,4,61+
SGP,Female,1953,66,8,2,8,A religious person,5,Single,Part time,3,61+
SGP,Male,1953,66,10,2,5,A religious person,5,Single,Retired/pensioned,3,61+
SGP,Male,1953,66,8,2,8,A religious person,8,Married,Part time,3,61+
SGP,Female,1953,66,7,2,4,A religious person,10,Single,Full time,3,61+
SGP,Male,1953,66,4,2,5,A religious person,5,Married,Retired/pensioned,3,61+
SGP,Female,1953,66,7,4,7,A religious person,6,Widowed,Homemaker not otherwise employed,1,61+
SGP,Female,1953,66,6,1,6,Not a religious person,6,Married,Part time,4,61+
SGP,Male,1953,66,5,3,5,Not a religious person,5,Married,Retired/pensioned,2,61+
SGP,Male,1953,66,10,1,10,A religious person,10,Living together as married,Retired/pensioned,4,61+
SGP,Male,1953,66,6,4,6,Not a religious person,5,Married,Retired/pensioned,1,61+
SGP,Female,1954,66,9,4,9,A religious person,6,Divorced,Retired/pensioned,1,61+
SGP,Female,1954,66,5,2,4,A religious person,4,Single,Part time,3,61+
SGP,Female,1954,66,6,3,8,A religious person,4,Married,Homemaker not otherwise employed,2,61+
SGP,Male,1954,66,8,3,7,A religious person,5,Divorced,Part time,2,61+
SGP,Female,1953,66,8,3,7,A religious person,6,Widowed,Homemaker not otherwise employed,2,61+
SGP,Male,1953,66,10,3,6,An atheist,6,Married,Retired/pensioned,2,61+
SGP,Female,1954,66,10,3,10,Not a religious person,9,Married,Homemaker not otherwise employed,2,61+
SGP,Male,1954,66,9,3,9,Not a religious person,7,Married,Retired/pensioned,2,61+
SGP,Female,1953,66,9,2,10,Not a religious person,1,Married,Homemaker not otherwise employed,3,61+
SGP,Female,1953,66,10,2,9,A religious person,2,Married,Retired/pensioned,3,61+
SGP,Male,1954,66,7,1,6,A religious person,8,Married,Unemployed,4,61+
SGP,Female,1954,66,7,3,10,A religious person,10,Married,Homemaker not otherwise employed,2,61+
SGP,Female,1954,66,8,3,8,A religious person,8,Married,Retired/pensioned,2,61+
SGP,Female,1954,66,10,1,10,A religious person,6,Married,Full time,4,61+
SGP,Male,1954,66,7,3,5,Not a religious person,7,Single,Unemployed,2,61+
SGP,Male,1954,66,6,1,5,Not a religious person,6,Divorced,Full time,4,61+
CAN,Male,1955,65,7,1,6,Not a religious person,6,Widowed,Self employed,4,61+
CAN,Male,1955,65,9,3,9,Not a religious person,3,Married,Self employed,2,61+
CAN,Female,1955,65,7,2,8,An atheist,3,Married,Retired/pensioned,3,61+
CAN,Male,1954,65,7,4,8,Not a religious person,7,Married,Retired/pensioned,1,61+
CAN,Female,1954,65,8,4,6,Not a religious person,5,Widowed,Retired/pensioned,1,61+
CAN,Male,1945,65,6,4,8,A religious person,8,Married,Retired/pensioned,1,61+
CAN,Female,1954,65,8,2,7,A religious person,6,Married,Retired/pensioned,3,61+
CAN,Male,1955,65,8,4,8,Not a religious person,3,Married,Retired/pensioned,1,61+
CAN,Female,1955,65,8,1,7,A religious person,5,Married,Retired/pensioned,4,61+
CAN,Male,1955,65,5,2,5,A religious person,5,Married,Full time,3,61+
CAN,Female,1955,65,7,4,8,A religious person,5,Married,Retired/pensioned,1,61+
CAN,Male,1955,65,5,4,8,Not a religious person,5,Living together as married,Retired/pensioned,1,61+
CAN,Male,1955,65,5,4,5,A religious person,5,Widowed,Retired/pensioned,1,61+
CAN,Female,1955,65,7,2,4,A religious person,5,Married,Homemaker not otherwise employed,3,61+
CAN,Female,1954,65,8,2,8,An atheist,3,Living together as married,Retired/pensioned,3,61+
CAN,Male,1955,65,8,2,8,Not a religious person,5,Living together as married,Retired/pensioned,3,61+
CAN,Female,1955,65,8,4,8,An atheist,2,Married,Retired/pensioned,1,61+
CAN,Female,1955,65,9,2,8,A religious person,5,Single,Retired/pensioned,3,61+
CAN,Female,1954,65,3,2,3,Not a religious person,3,Single,Retired/pensioned,3,61+
CAN,Male,1954,65,6,2,6,Not a religious person,5,Married,Retired/pensioned,3,61+
CAN,Male,1955,65,9,4,8,Not a religious person,7,Married,Retired/pensioned,1,61+
CAN,Female,1955,65,7,3,8,A religious person,5,Single,Part time,2,61+
CAN,Female,1954,65,7,3,7,Not a religious person,4,Married,Retired/pensioned,2,61+
CAN,Female,1954,65,7,2,4,A religious person,5,Divorced,Retired/pensioned,3,61+
CAN,Male,1954,65,8,2,8,Not a religious person,3,Married,Part time,3,61+
CAN,Male,1955,65,8,2,7,A religious person,4,Married,Retired/pensioned,3,61+
CAN,Male,1955,65,5,4,8,An atheist,2,Married,Retired/pensioned,1,61+
CAN,Female,1955,65,9,1,9,Not a religious person,4,Married,Retired/pensioned,4,61+
CAN,Female,1955,65,9,4,8,Not a religious person,5,Married,Retired/pensioned,1,61+
CAN,Female,1955,65,8,4,7,A religious person,5,Divorced,Retired/pensioned,1,61+
CAN,Male,1955,65,7,1,8,A religious person,3,Married,Retired/pensioned,4,61+
CAN,Female,1955,65,7,1,8,A religious person,3,Married,Retired/pensioned,4,61+
CAN,Female,1955,65,8,1,7,A religious person,3,Married,Full time,4,61+
CAN,Female,1955,65,4,2,4,A religious person,5,Living together as married,Retired/pensioned,3,61+
CAN,Female,1955,65,8,2,6,A religious person,5,Married,Retired/pensioned,3,61+
CAN,Female,1955,65,8,2,9,Not a religious person,3,Married,Retired/pensioned,3,61+
CAN,Female,1954,65,8,1,9,A religious person,6,Married,Retired/pensioned,4,61+
CAN,Female,1955,65,5,1,2,A religious person,5,Divorced,Retired/pensioned,4,61+
CAN,Male,1955,65,9,2,10,Not a religious person,3,Married,Self employed,3,61+
CAN,Female,1954,65,8,4,9,A religious person,8,Widowed,Retired/pensioned,1,61+
CAN,Male,1955,65,10,3,10,A religious person,2,Married,Self employed,2,61+
CAN,Male,1955,65,4,2,3,A religious person,7,Married,Unemployed,3,61+
CAN,Female,1955,65,2,4,1,Not a religious person,2,Divorced,Retired/pensioned,1,61+
CAN,Female,1955,65,8,2,5,Not a religious person,1,Living together as married,Retired/pensioned,3,61+
CAN,Male,1955,65,9,2,9,A religious person,5,Married,Retired/pensioned,3,61+
CAN,Female,1955,65,5,2,5,Not a religious person,7,Divorced,Full time,3,61+
CAN,Male,1955,65,8,3,6,An atheist,5,Living together as married,Retired/pensioned,2,61+
CAN,Male,1955,65,6,3,7,An atheist,3,Single,Full time,2,61+
CAN,Female,1955,65,7,4,8,Not a religious person,8,Married,Retired/pensioned,1,61+
CAN,Male,1954,65,7,4,8,A religious person,5,Married,Retired/pensioned,1,61+
CAN,Male,1955,65,8,2,8,A religious person,4,Married,Retired/pensioned,3,61+
CAN,Female,1955,65,8,4,7,Not a religious person,4,Single,Retired/pensioned,1,61+
CAN,Male,1955,65,7,2,7,An atheist,6,Divorced,Retired/pensioned,3,61+
CAN,Male,1955,65,8,2,6,Not a religious person,4,Married,Part time,3,61+
CAN,Female,1955,65,6,4,7,Not a religious person,5,Married,Retired/pensioned,1,61+
CAN,Male,1954,65,7,2,8,Not a religious person,3,Divorced,Self employed,3,61+
CAN,Male,1955,65,8,1,7,A religious person,7,Living together as married,Retired/pensioned,4,61+
CAN,Female,1955,65,7,1,7,An atheist,4,Single,Full time,4,61+
CAN,Male,1955,65,7,3,6,A religious person,9,Single,Retired/pensioned,2,61+
CAN,Female,1955,65,8,3,7,A religious person,6,Widowed,Retired/pensioned,2,61+
CAN,Male,1955,65,9,3,8,A religious person,6,Married,Retired/pensioned,2,61+
CAN,Female,1955,65,8,2,1,Not a religious person,5,Married,Unemployed,3,61+
CAN,Male,1954,65,8,4,8,A religious person,5,Widowed,Retired/pensioned,1,61+
CAN,Male,1955,65,9,3,9,Not a religious person,4,Married,Retired/pensioned,2,61+
CAN,Female,1955,65,7,2,7,Not a religious person,3,Married,Retired/pensioned,3,61+
CAN,Male,1955,65,8,4,9,Not a religious person,5,Married,Retired/pensioned,1,61+
CAN,Male,1955,65,9,1,7,An atheist,5,Single,Full time,4,61+
CAN,Female,1955,65,6,1,3,Not a religious person,5,Married,Full time,4,61+
CAN,Male,1955,65,7,3,7,Not a religious person,9,Married,Retired/pensioned,2,61+
CAN,Female,1954,65,7,2,6,Not a religious person,2,Single,Unemployed,3,61+
CAN,Female,1955,65,8,1,8,Not a religious person,6,Married,Retired/pensioned,4,61+
CAN,Female,1955,65,9,2,9,An atheist,1,Married,Retired/pensioned,3,61+
CAN,Male,1954,65,8,4,8,An atheist,3,Married,Retired/pensioned,1,61+
CAN,Female,1955,65,8,1,7,A religious person,5,Married,Retired/pensioned,4,61+
CAN,Male,1955,65,4,3,6,An atheist,5,Divorced,Full time,2,61+
CAN,Male,1955,65,8,2,8,A religious person,4,Married,Retired/pensioned,3,61+
CAN,Male,1955,65,8,4,5,An atheist,1,Married,Retired/pensioned,1,61+
CAN,Male,1954,65,8,2,7,An atheist,3,Married,Retired/pensioned,3,61+
CAN,Male,1955,65,8,2,8,Not a religious person,7,Divorced,Self employed,3,61+
CAN,Female,1955,65,9,4,9,Not a religious person,5,Married,Retired/pensioned,1,61+
CAN,Male,1955,65,9,1,9,A religious person,5,Married,Retired/pensioned,4,61+
CAN,Female,1955,65,3,3,1,A religious person,5,Married,Retired/pensioned,2,61+
CAN,Male,1955,65,7,4,9,Not a religious person,7,Divorced,Retired/pensioned,1,61+
CAN,Male,1955,65,10,3,10,Not a religious person,7,Married,Retired/pensioned,2,61+
CAN,Female,1955,65,9,3,9,Not a religious person,4,Married,Retired/pensioned,2,61+
CAN,Male,1954,65,8,4,8,Not a religious person,5,Married,Retired/pensioned,1,61+
CAN,Male,1954,65,8,1,7,A religious person,6,Single,Self employed,4,61+
CAN,Male,1955,65,8,2,8,Not a religious person,4,Married,Retired/pensioned,3,61+
CAN,Female,1955,65,8,4,8,Not a religious person,5,Married,Retired/pensioned,1,61+
CAN,Female,1954,65,9,3,9,An atheist,3,Married,Retired/pensioned,2,61+
CAN,Female,1955,65,7,3,6,A religious person,3,Widowed,Retired/pensioned,2,61+
NZL,Male,1954,65,8,1,8,A religious person,5,Married,Full time,4,61+
NZL,Female,1954,65,8,2,8,Don't know,9,Married,Full time,3,61+
NZL,Male,1954,65,9,3,9,Not a religious person,9,Married,Retired/pensioned,2,61+
NZL,Male,1954,65,9,2,9,An atheist,7,Married,Retired/pensioned,3,61+
NZL,Female,1954,65,10,3,10,Not a religious person,6,Married,Retired/pensioned,2,61+
NZL,Male,1954,65,10,2,10,Not a religious person,6,Married,Retired/pensioned,3,61+
NZL,Female,1954,65,9,3,10,Not a religious person,10,Married,Self employed,2,61+
NZL,Female,1954,65,10,4,9,Don't know,8,Married,Retired/pensioned,1,61+
NZL,Female,1954,65,8,1,8,Don't know,8,Married,Part time,4,61+
NZL,Female,1954,65,7,3,10,A religious person,3,Married,Retired/pensioned,2,61+
NZL,Female,1954,65,10,1,10,A religious person,5,Married,Full time,4,61+
NZL,Female,1954,65,10,2,10,Not a religious person,10,Married,Part time,3,61+
NZL,Female,1954,65,5,2,5,Not a religious person,5,Married,Part time,3,61+
NZL,Male,1954,65,8,2,7,A religious person,3,Married,Full time,3,61+
NZL,Female,1954,65,1,2,1,A religious person,5,Married,Retired/pensioned,3,61+
NZL,Female,1954,65,10,2,10,Don't know,5,Divorced,Full time,3,61+
NZL,Female,1954,65,9,2,10,A religious person,10,Married,Part time,3,61+
SGP,Female,1955,65,8,1,9,A religious person,1,Divorced,Unemployed,4,61+
SGP,Male,1955,65,8,2,7,A religious person,5,Married,Retired/pensioned,3,61+
SGP,Male,1955,65,8,1,8,Not a religious person,3,Married,Full time,4,61+
SGP,Male,1954,65,8,3,7,Not a religious person,8,Single,Retired/pensioned,2,61+
SGP,Male,1954,65,9,2,9,A religious person,8,Married,Retired/pensioned,3,61+
SGP,Female,1955,65,8,4,10,A religious person,-2,Married,Retired/pensioned,1,61+
SGP,Male,1954,65,8,2,8,An atheist,5,Married,Retired/pensioned,3,61+
SGP,Male,1955,65,8,1,8,A religious person,6,Married,Self employed,4,61+
SGP,Male,1954,65,7,1,6,A religious person,4,Married,Part time,4,61+
SGP,Male,1955,65,7,2,6,Not a religious person,5,Married,Full time,3,61+
SGP,Female,1954,65,8,2,6,A religious person,5,Married,Part time,3,61+
SGP,Male,1954,65,5,1,6,A religious person,6,Married,Full time,4,61+
SGP,Female,1954,65,4,2,5,Not a religious person,6,Married,Homemaker not otherwise employed,3,61+
SGP,Female,1954,65,7,3,7,A religious person,8,Married,Part time,2,61+
SGP,Male,1955,65,10,1,8,A religious person,10,Married,Retired/pensioned,4,61+
SGP,Male,1955,65,10,1,10,A religious person,6,Single,Retired/pensioned,4,61+
SGP,Female,1954,65,6,3,10,A religious person,6,Married,Homemaker not otherwise employed,2,61+
SGP,Female,1955,65,8,2,8,A religious person,5,Married,Full time,3,61+
SGP,Female,1954,65,6,3,9,A religious person,10,Married,Retired/pensioned,2,61+
SGP,Male,1954,65,7,1,7,A religious person,7,Divorced,Retired/pensioned,4,61+
SGP,Male,1955,65,10,1,8,A religious person,4,Married,Full time,4,61+
SGP,Female,1955,65,8,2,7,Not a religious person,6,Married,Retired/pensioned,3,61+
SGP,Male,1955,65,7,1,7,A religious person,5,Married,Full time,4,61+
CAN,Male,1956,64,7,2,7,An atheist,3,Married,Retired/pensioned,3,61+
CAN,Male,1956,64,8,3,8,A religious person,7,Living together as married,Retired/pensioned,2,61+
CAN,Male,1956,64,9,1,9,A religious person,6,Married,Self employed,4,61+
CAN,Male,1956,64,8,3,7,A religious person,6,Married,Retired/pensioned,2,61+
CAN,Female,1956,64,4,4,8,An atheist,5,Married,Retired/pensioned,1,61+
CAN,Male,1956,64,10,3,8,An atheist,2,Married,Part time,2,61+
CAN,Male,1956,64,6,2,7,A religious person,7,Married,Retired/pensioned,3,61+
CAN,Female,1956,64,7,2,9,A religious person,7,Married,Retired/pensioned,3,61+
CAN,Male,1955,64,8,3,8,An atheist,2,Divorced,Full time,2,61+
CAN,Female,1956,64,9,4,7,A religious person,5,Married,Retired/pensioned,1,61+
CAN,Female,1955,64,7,2,5,An atheist,5,Single,Unemployed,3,61+
CAN,Male,1956,64,6,3,6,A religious person,6,Married,Retired/pensioned,2,61+
CAN,Female,1956,64,8,2,8,A religious person,2,Divorced,Retired/pensioned,3,61+
CAN,Female,1956,64,4,4,1,Not a religious person,2,Married,Retired/pensioned,1,61+
CAN,Female,1956,64,8,4,8,Not a religious person,1,Married,Retired/pensioned,1,61+
CAN,Female,1956,64,8,1,8,Not a religious person,2,Married,Retired/pensioned,4,61+
CAN,Male,1956,64,5,4,5,An atheist,2,Married,Retired/pensioned,1,61+
CAN,Female,1956,64,10,1,8,Not a religious person,5,Married,Retired/pensioned,4,61+
CAN,Male,1956,64,7,1,5,An atheist,5,Single,Retired/pensioned,4,61+
CAN,Female,1956,64,6,1,5,Not a religious person,6,Married,Part time,4,61+
CAN,Male,1955,64,9,2,7,An atheist,3,Married,Self employed,3,61+
CAN,Male,1956,64,9,2,9,An atheist,6,Married,Retired/pensioned,3,61+
CAN,Male,1955,64,5,4,7,Not a religious person,6,Married,Retired/pensioned,1,61+
CAN,Male,1956,64,6,2,7,A religious person,7,Single,Self employed,3,61+
CAN,Male,1956,64,7,2,6,An atheist,3,Married,Full time,3,61+
CAN,Male,1956,64,9,1,7,An atheist,2,Married,Retired/pensioned,4,61+
CAN,Female,1956,64,8,3,8,A religious person,3,Married,Retired/pensioned,2,61+
CAN,Male,1956,64,8,4,8,Not a religious person,6,Married,Other,1,61+
CAN,Female,1956,64,5,4,2,A religious person,5,Widowed,Retired/pensioned,1,61+
CAN,Male,1956,64,9,2,9,An atheist,4,Married,Retired/pensioned,3,61+
CAN,Male,1956,64,7,2,6,Not a religious person,5,Married,Full time,3,61+
CAN,Female,1956,64,9,2,9,Not a religious person,5,Married,Retired/pensioned,3,61+
CAN,Female,1956,64,6,1,6,Not a religious person,9,Divorced,Unemployed,4,61+
CAN,Female,1956,64,4,4,9,A religious person,6,Married,Retired/pensioned,1,61+
CAN,Male,1956,64,6,2,6,A religious person,4,Single,Full time,3,61+
CAN,Female,1956,64,7,1,6,A religious person,6,Married,Retired/pensioned,4,61+
CAN,Male,1956,64,5,3,5,Not a religious person,7,Single,Retired/pensioned,2,61+
CAN,Male,1955,64,8,4,8,Not a religious person,4,Married,Retired/pensioned,1,61+
CAN,Female,1955,64,8,2,9,Not a religious person,4,Widowed,Retired/pensioned,3,61+
CAN,Male,1955,64,8,2,8,A religious person,3,Married,Retired/pensioned,3,61+
CAN,Male,1956,64,9,4,9,Not a religious person,1,Married,Retired/pensioned,1,61+
CAN,Female,1956,64,10,1,10,A religious person,5,Divorced,Retired/pensioned,4,61+
CAN,Male,1956,64,6,4,4,An atheist,3,Married,Retired/pensioned,1,61+
CAN,Male,1956,64,7,3,7,An atheist,7,Married,Part time,2,61+
CAN,Female,1955,64,7,4,8,Not a religious person,6,Married,Retired/pensioned,1,61+
CAN,Male,1956,64,5,4,5,Not a religious person,5,Married,Retired/pensioned,1,61+
CAN,Male,1956,64,6,2,2,Not a religious person,4,Divorced,Other,3,61+
CAN,Male,1956,64,7,1,7,An atheist,8,Married,Part time,4,61+
CAN,Male,1956,64,10,2,10,A religious person,6,Living together as married,Retired/pensioned,3,61+
CAN,Male,1955,64,9,3,9,A religious person,5,Married,Retired/pensioned,2,61+
CAN,Male,1956,64,7,1,3,Not a religious person,5,Married,Full time,4,61+
CAN,Male,1956,64,7,3,5,An atheist,3,Single,Self employed,2,61+
CAN,Female,1956,64,6,4,8,Not a religious person,5,Married,Retired/pensioned,1,61+
CAN,Female,1956,64,10,2,5,A religious person,5,Married,Retired/pensioned,3,61+
CAN,Female,1955,64,6,2,6,A religious person,3,Divorced,Part time,3,61+
CAN,Male,1956,64,7,2,7,Not a religious person,7,Divorced,Full time,3,61+
CAN,Male,1956,64,8,1,9,A religious person,10,Living together as married,Full time,4,61+
CAN,Male,1956,64,2,3,1,Not a religious person,5,Living together as married,Retired/pensioned,2,61+
CAN,Male,1956,64,8,2,10,A religious person,8,Married,Self employed,3,61+
CAN,Male,1956,64,9,2,9,Not a religious person,5,Married,Retired/pensioned,3,61+
CAN,Male,1956,64,8,4,7,Not a religious person,4,Living together as married,Retired/pensioned,1,61+
CAN,Female,1956,64,7,4,8,Not a religious person,5,Married,Retired/pensioned,1,61+
NZL,Female,1955,64,9,4,8,Not a religious person,3,Living together as married,Retired/pensioned,1,61+
NZL,Male,1955,64,6,4,6,Don't know,7,Married,Full time,1,61+
NZL,Female,1955,64,6,2,6,A religious person,7,Married,Retired/pensioned,3,61+
NZL,Female,1955,64,8,3,8,Not a religious person,3,Married,Retired/pensioned,2,61+
NZL,Female,1955,64,10,2,9,Not a religious person,7,Married,Full time,3,61+
NZL,Male,1955,64,3,2,3,Not a religious person,9,Married,Retired/pensioned,3,61+
NZL,Male,1955,64,8,2,7,Not a religious person,4,Married,Retired/pensioned,3,61+
NZL,Female,1955,64,7,3,7,An atheist,4,Living together as married,Part time,2,61+
NZL,Male,1955,64,9,2,9,A religious person,7,Married,Full time,3,61+
NZL,Male,1955,64,7,1,5,Not a religious person,5,Married,Full time,4,61+
NZL,Female,1955,64,9,2,8,An atheist,4,Separated,Part time,3,61+
NZL,Male,1955,64,9,1,9,A religious person,8,Divorced,Unemployed,4,61+
NZL,Male,1955,64,8,1,8,An atheist,1,Living together as married,Retired/pensioned,4,61+
NZL,Female,1955,64,8,3,8,Not a religious person,5,Married,Retired/pensioned,2,61+
NZL,Male,1955,64,10,3,10,Not a religious person,3,Married,Part time,2,61+
NZL,Male,1955,64,7,2,9,Not a religious person,2,Married,Full time,3,61+
NZL,Male,1955,64,7,1,8,Not a religious person,7,Separated,Full time,4,61+
NZL,Female,1955,64,8,2,8,A religious person,5,Married,Full time,3,61+
NZL,Male,1955,64,9,2,8,A religious person,8,Married,Full time,3,61+
SGP,Male,1956,64,8,1,8,Not a religious person,6,Married,Full time,4,61+
SGP,Female,1955,64,9,2,9,A religious person,6,Married,Self employed,3,61+
SGP,Male,1956,64,7,1,7,A religious person,6,Married,Full time,4,61+
SGP,Female,1955,64,7,3,8,A religious person,6,Married,Homemaker not otherwise employed,2,61+
SGP,Female,1955,64,7,4,6,A religious person,5,Married,Homemaker not otherwise employed,1,61+
SGP,Male,1955,64,7,2,7,Not a religious person,4,Married,Full time,3,61+
SGP,Female,1956,64,9,1,8,A religious person,8,Single,Full time,4,61+
SGP,Female,1955,64,6,3,6,A religious person,8,Divorced,Retired/pensioned,2,61+
SGP,Male,1955,64,10,2,10,An atheist,5,Married,Part time,3,61+
SGP,Male,1955,64,5,2,5,A religious person,8,Married,Retired/pensioned,3,61+
SGP,Male,1956,64,10,2,8,An atheist,4,Married,Retired/pensioned,3,61+
SGP,Female,1955,64,6,2,6,An atheist,2,Widowed,Part time,3,61+
SGP,Female,1956,64,8,3,8,A religious person,8,Married,Retired/pensioned,2,61+
SGP,Male,1956,64,3,1,2,A religious person,5,Married,Unemployed,4,61+
SGP,Male,1956,64,9,2,8,Not a religious person,5,Married,Full time,3,61+
