country,sex,age,marital_status,employment
CAN,Female,75,Married,Retired/pensioned
CAN,Female,61,Widowed,Retired/pensioned
CAN,Female,44,Living together as married,Full time
CAN,Male,57,Married,Retired/pensioned
CAN,Female,45,Living together as married,Full time
CAN,Female,33,Single,Full time
CAN,Male,27,Single,Full time
CAN,Female,18,Single,Student
CAN,Female,66,Married,Retired/pensioned
CAN,Male,71,Married,Retired/pensioned
CAN,Female,48,Single,Full time
CAN,Female,68,Divorced,Retired/pensioned
CAN,Female,63,Married,Self employed
CAN,Male,29,Single,Unemployed
CAN,Female,40,Married,Unemployed
CAN,Male,75,Divorced,Retired/pensioned
CAN,Male,76,Married,Self employed
CAN,Male,30,Living together as married,Full time
CAN,Female,45,Widowed,Unemployed
CAN,Male,68,Married,Retired/pensioned
CAN,Female,22,Single,Full time
CAN,Female,36,Married,Full time
CAN,Female,54,Married,Full time
CAN,Male,60,Married,Full time
CAN,Female,27,Living together as married,Unemployed
CAN,Male,30,Single,Part time
CAN,Female,20,Single,Student
CAN,Female,19,Single,Student
CAN,Female,31,Single,Full time
CAN,Female,66,Single,Retired/pensioned
CAN,Female,54,Single,Unemployed
CAN,Male,72,Married,Full time
CAN,Female,71,Single,Retired/pensioned
CAN,Female,50,Married,Full time
CAN,Female,75,Single,Retired/pensioned
CAN,Female,33,Living together as married,Full time
CAN,Male,27,Married,Full time
CAN,Male,47,Divorced,Retired/pensioned
CAN,Male,54,Single,Full time
CAN,Male,41,Married,Homemaker not otherwise employed
CAN,Male,53,Married,Full time
CAN,Male,43,Single,Full time
CAN,Male,71,Married,Retired/pensioned
CAN,Female,35,Single,Full time
CAN,Male,67,Married,Retired/pensioned
CAN,Female,54,Divorced,Full time
CAN,Male,62,Single,Other
CAN,Female,26,Living together as married,Student
CAN,Female,25,Single,Student
CAN,Female,30,Single,Full time
CAN,Female,63,Single,Retired/pensioned
CAN,Male,26,Divorced,Retired/pensioned
CAN,Male,71,Married,Retired/pensioned
CAN,Female,39,Married,Full time
CAN,Female,26,Single,Full time
CAN,Male,36,Living together as married,Retired/pensioned
CAN,Female,36,Single,Full time
CAN,Male,80,Married,Retired/pensioned
CAN,Male,54,Married,Full time
CAN,Male,82,Married,Retired/pensioned
CAN,Female,35,Living together as married,Full time
CAN,Male,46,Living together as married,Full time
CAN,Male,22,Single,Student
CAN,Male,33,Single,Full time
CAN,Female,63,Divorced,Other
CAN,Male,20,Living together as married,Student
CAN,Female,67,Divorced,Part time
CAN,Female,47,Married,Self employed
CAN,Female,45,Single,Full time
CAN,Female,48,Married,Part time
CAN,Female,54,Divorced,Unemployed
CAN,Male,72,Married,Retired/pensioned
CAN,Male,69,Married,Retired/pensioned
CAN,Female,39,Single,Unemployed
CAN,Female,33,Married,Part time
CAN,Female,24,Single,Part time
CAN,Male,48,Single,Other
CAN,Male,45,Married,Full time
CAN,Male,69,Divorced,Retired/pensioned
CAN,Male,37,Living together as married,Full time
CAN,Male,21,Single,Full time
CAN,Male,40,Divorced,Self employed
CAN,Female,31,Single,Full time
CAN,Male,74,Married,Retired/pensioned
CAN,Female,28,Living together as married,Full time
CAN,Female,46,Single,Unemployed
CAN,Female,35,Married,Unemployed
CAN,Male,24,Married,Full time
CAN,Female,27,Single,Full time
CAN,Female,51,Single,Full time
CAN,Female,73,Divorced,Retired/pensioned
CAN,Male,54,Divorced,Full time
CAN,Female,57,Married,Self employed
CAN,Female,40,Single,Unemployed
CAN,Female,64,Married,Retired/pensioned
CAN,Male,51,Living together as married,Unemployed
CAN,Male,62,Married,Retired/pensioned
CAN,Male,42,Single,Full time
CAN,Male,53,Married,Full time
CAN,Female,73,Widowed,Retired/pensioned
CAN,Male,55,Single,Full time
CAN,Male,41,Single,Full time
CAN,Male,23,Single,Student
CAN,Male,63,Married,Retired/pensioned
CAN,Female,58,Married,Full time
CAN,Female,28,Living together as married,Full time
CAN,Male,25,Single,Part time
CAN,Female,74,Widowed,Retired/pensioned
CAN,Male,62,Living together as married,Retired/pensioned
CAN,Male,45,Married,Full time
CAN,Male,66,Married,Retired/pensioned
CAN,Female,29,Living together as married,Full time
CAN,Female,57,Widowed,Retired/pensioned
CAN,Male,68,Married,Retired/pensioned
CAN,Male,38,Single,Full time
CAN,Female,36,Married,Full time
CAN,Female,44,Living together as married,Unemployed
CAN,Female,18,Single,Student
CAN,Male,46,Living together as married,Full time
CAN,Female,41,Married,Full time
CAN,Female,58,Divorced,Part time
CAN,Male,44,Married,Full time
CAN,Female,48,Single,Full time
CAN,Male,65,Married,Part time
CAN,Male,49,Married,Full time
CAN,Female,45,Single,Self employed
CAN,Female,29,Single,Full time
CAN,Male,18,Single,Student
CAN,Female,25,Married,Part time
CAN,Female,32,Living together as married,Homemaker not otherwise employed
CAN,Female,19,Single,Student
CAN,Female,47,Single,Retired/pensioned
CAN,Male,63,Married,Part time
CAN,Male,31,Living together as married,Full time
CAN,Male,42,Married,Full time
CAN,Male,40,Living together as married,Full time
CAN,Female,23,Single,Student
CAN,Female,72,Widowed,Retired/pensioned
CAN,Male,45,Living together as married,Full time
CAN,Female,60,Married,Retired/pensioned
CAN,Female,65,Married,Retired/pensioned
CAN,Male,72,Divorced,Retired/pensioned
CAN,Female,59,Single,Unemployed
CAN,Male,25,Living together as married,Full time
CAN,Male,66,Divorced,Retired/pensioned
CAN,Male,50,Married,Full time
CAN,Male,71,Divorced,Retired/pensioned
CAN,Male,83,Married,Retired/pensioned
CAN,Male,50,Married,Full time
CAN,Female,31,Married,Self employed
CAN,Male,21,Married,Homemaker not otherwise employed
CAN,Female,26,Single,Full time
CAN,Female,39,Single,Full time
CAN,Male,31,Living together as married,Full time
CAN,Female,20,Single,Student
CAN,Male,25,Single,Student
CAN,Female,54,Single,Retired/pensioned
CAN,Male,50,Single,Part time
CAN,Male,62,Married,Self employed
CAN,Female,20,Single,Student
CAN,Female,43,Single,Self employed
CAN,Male,33,Married,Full time
CAN,Male,37,Married,Full time
CAN,Male,65,Divorced,Self employed
CAN,Male,36,Divorced,Full time
CAN,Male,47,Married,Full time
CAN,Male,58,Married,Full time
CAN,Female,26,Divorced,Full time
CAN,Female,31,Married,Full time
CAN,Female,54,Married,Homemaker not otherwise employed
CAN,Female,69,Married,Retired/pensioned
CAN,Female,44,Single,Full time
CAN,Male,40,Single,Full time
CAN,Female,39,Living together as married,Homemaker not otherwise employed
CAN,Female,35,Married,Full time
CAN,Female,23,Single,Full time
CAN,Female,22,Single,Full time
CAN,Male,31,Living together as married,Full time
CAN,Female,44,Married,Full time
CAN,Female,71,Married,Retired/pensioned
CAN,Male,39,Married,Full time
CAN,Male,39,Single,Full time
CAN,Male,66,Married,Retired/pensioned
CAN,Female,62,Married,Homemaker not otherwise employed
CAN,Female,30,Separated,Full time
CAN,Male,35,Single,Full time
CAN,Male,45,Living together as married,Self employed
CAN,Male,26,Living together as married,Full time
CAN,Male,59,Married,Full time
CAN,Female,36,Single,Full time
CAN,Female,40,Single,Full time
CAN,Male,55,Single,Full time
CAN,Female,30,Living together as married,Full time
CAN,Female,28,Living together as married,Full time
CAN,Male,27,Single,Unemployed
CAN,Male,42,Living together as married,Full time
CAN,Female,21,Single,Student
CAN,Female,20,Single,Student
CAN,Female,25,Living together as married,Homemaker not otherwise employed
CAN,Male,44,Single,Full time
CAN,Male,58,Married,Part time
CAN,Female,44,Single,Full time
CAN,Male,38,Married,Full time
CAN,Male,70,Divorced,Full time
CAN,Male,53,Living together as married,Full time
CAN,Male,39,Married,Full time
CAN,Male,28,Married,Full time
CAN,Female,37,Married,Full time
CAN,Female,58,Divorced,Full time
CAN,Male,28,Living together as married,Full time
CAN,Female,46,Married,Full time
CAN,Female,25,Living together as married,Full time
CAN,Male,50,Married,Full time
CAN,Female,21,Single,Full time
CAN,Male,52,Living together as married,Full time
CAN,Female,25,Living together as married,Full time
CAN,Female,30,Living together as married,Full time
CAN,Female,63,Married,Self employed
CAN,Female,41,Married,Part time
CAN,Male,40,Married,Full time
CAN,Male,76,Divorced,Part time
CAN,Female,40,Married,Part time
CAN,Male,28,Single,Full time
CAN,Male,59,Married,Full time
CAN,Male,30,Living together as married,Full time
CAN,Female,39,Married,Homemaker not otherwise employed
CAN,Female,22,Single,Full time
CAN,Female,39,Married,Self employed
CAN,Female,51,Living together as married,Full time
CAN,Female,41,Married,Full time
CAN,Male,54,Married,Full time
CAN,Female,31,Married,Full time
CAN,Female,37,Living together as married,Self employed
CAN,Female,63,Single,Retired/pensioned
CAN,Male,70,Married,Retired/pensioned
CAN,Female,26,Living together as married,Part time
CAN,Female,23,Single,Student
CAN,Female,77,Married,Retired/pensioned
CAN,Female,67,Single,Full time
CAN,Female,28,Living together as married,Full time
CAN,Male,65,Living together as married,Retired/pensioned
CAN,Female,54,Single,Full time
CAN,Male,42,Married,Full time
CAN,Male,62,Married,Full time
CAN,Female,39,Married,Homemaker not otherwise employed
CAN,Female,31,Married,Homemaker not otherwise employed
CAN,Female,18,Single,Part time
CAN,Male,62,Married,Full time
CAN,Female,36,Married,Full time
CAN,Female,33,Married,Full time
CAN,Female,60,Widowed,Part time
CAN,Female,30,Living together as married,Full time
CAN,Female,67,Divorced,Self employed
CAN,Male,63,Married,Retired/pensioned
CAN,Female,40,Married,Full time
CAN,Male,62,Married,Retired/pensioned
CAN,Male,49,Married,Unemployed
CAN,Female,28,Married,Full time
CAN,Female,32,Married,Full time
CAN,Male,27,Married,Full time
CAN,Female,42,Divorced,Full time
CAN,Male,51,Married,Full time
CAN,Male,72,Single,Retired/pensioned
CAN,Female,57,Widowed,Homemaker not otherwise employed
CAN,Male,32,Living together as married,Full time
CAN,Female,33,Single,Full time
CAN,Female,24,Married,Full time
CAN,Female,36,Married,Full time
CAN,Male,43,Married,Full time
CAN,Female,38,Married,Full time
CAN,Male,34,Divorced,Full time
CAN,Female,30,Living together as married,Full time
CAN,Female,26,Living together as married,Full time
CAN,Male,79,Divorced,Retired/pensioned
CAN,Male,64,Married,Other
CAN,Female,53,Living together as married,Self employed
CAN,Male,62,Divorced,Full time
CAN,Male,25,Single,Student
CAN,Female,27,Single,Full time
CAN,Male,41,Married,Full time
CAN,Female,62,Married,Retired/pensioned
CAN,Male,60,Widowed,Retired/pensioned
CAN,Female,49,Living together as married,Full time
CAN,Female,24,Living together as married,Full time
CAN,Female,69,Divorced,Retired/pensioned
CAN,Female,37,Living together as married,Full time
CAN,Male,38,Single,Full time
CAN,Male,30,Single,Full time
CAN,Male,31,Single,Full time
CAN,Female,50,Married,Homemaker not otherwise employed
CAN,Female,20,Single,Part time
CAN,Female,34,Living together as married,Unemployed
CAN,Male,31,Living together as married,Full time
CAN,Female,25,Single,Student
CAN,Male,28,Single,Full time
CAN,Female,89,Single,Retired/pensioned
CAN,Female,53,Single,Other
CAN,Female,41,Divorced,Full time
CAN,Female,45,Living together as married,Self employed
CAN,Male,84,Married,Retired/pensioned
CAN,Female,42,Married,Part time
CAN,Male,54,Single,Full time
CAN,Female,54,Married,Homemaker not otherwise employed
CAN,Female,36,Single,Full time
CAN,Male,34,Single,Full time
CAN,Male,67,Married,Retired/pensioned
CAN,Female,68,Married,Self employed
CAN,Male,45,Single,Unemployed
CAN,Female,35,Living together as married,Full time
CAN,Female,29,Living together as married,Full time
CAN,Female,35,Living together as married,Full time
CAN,Male,51,Single,Self employed
CAN,Male,43,Married,Full time
CAN,Female,71,Married,Retired/pensioned
CAN,Female,47,Divorced,Full time
CAN,Male,33,Married,Full time
CAN,Male,70,Divorced,Retired/pensioned
CAN,Male,22,Single,Student
CAN,Female,37,Married,Full time
CAN,Female,53,Married,Full time
CAN,Male,63,Divorced,Retired/pensioned
CAN,Male,22,Single,Student
CAN,Male,28,Married,Full time
CAN,Male,49,Married,Retired/pensioned
CAN,Male,79,Married,Retired/pensioned
CAN,Female,31,Living together as married,Full time
CAN,Female,55,Single,Full time
CAN,Female,53,Divorced,Unemployed
CAN,Male,74,Living together as married,Retired/pensioned
CAN,Female,37,Living together as married,Full time
CAN,Male,52,Married,Unemployed
CAN,Male,26,Single,Student
CAN,Male,51,Separated,Full time
CAN,Female,55,Married,Part time
CAN,Male,24,Single,Full time
CAN,Female,31,Married,Full time
CAN,Male,41,Married,Student
CAN,Male,46,Married,Retired/pensioned
CAN,Male,70,Married,Retired/pensioned
CAN,Female,32,Single,Full time
CAN,Male,44,Married,Full time
CAN,Female,22,Single,Student
CAN,Female,68,Married,Part time
CAN,Male,24,Single,Student
CAN,Male,44,Single,Full time
CAN,Male,45,Living together as married,Full time
CAN,Female,31,Single,Full time
CAN,Female,26,Living together as married,Full time
CAN,Female,70,Widowed,Retired/pensioned
CAN,Male,53,Living together as married,Retired/pensioned
CAN,Male,31,Married,Full time
CAN,Male,66,Married,Retired/pensioned
CAN,Female,54,Married,Full time
CAN,Male,66,Living together as married,Retired/pensioned
CAN,Male,72,Divorced,Retired/pensioned
CAN,Male,54,Married,Part time
CAN,Male,37,Divorced,Full time
CAN,Female,42,Single,Full time
CAN,Male,68,Married,Retired/pensioned
CAN,Female,58,Married,Homemaker not otherwise employed
CAN,Male,62,Married,Retired/pensioned
CAN,Male,29,Single,Student
CAN,Female,72,Single,Retired/pensioned
CAN,Female,60,Married,Homemaker not otherwise employed
CAN,Female,30,Married,Self employed
CAN,Female,21,Single,Student
CAN,Male,21,Single,Student
CAN,Male,62,Married,Unemployed
CAN,Female,19,Single,Student
CAN,Male,42,Single,Full time
CAN,Female,31,Living together as married,Full time
CAN,Female,42,Married,Full time
CAN,Female,61,Single,Full time
CAN,Female,72,Widowed,Retired/pensioned
CAN,Male,28,Married,Full time
CAN,Female,36,Single,Self employed
CAN,Male,38,Single,Full time
CAN,Male,82,Married,Retired/pensioned
CAN,Male,32,Single,Full time
CAN,Female,29,Single,Unemployed
CAN,Female,41,Married,Full time
CAN,Female,19,Single,Student
CAN,Male,55,Married,Full time
CAN,Female,46,Single,Full time
CAN,Female,34,Married,Full time
CAN,Male,48,Married,Student
CAN,Male,56,Married,Full time
CAN,Female,65,Single,Full time
CAN,Male,39,Married,Part time
CAN,Male,59,Single,Unemployed
CAN,Male,55,Single,Unemployed
CAN,Female,31,Single,Student
CAN,Female,54,Single,Self employed
CAN,Female,67,Married,Retired/pensioned
CAN,Female,18,Single,Student
CAN,Male,60,Widowed,Self employed
CAN,Male,51,Married,Full time
CAN,Female,32,Married,Full time
CAN,Female,51,Married,Self employed
CAN,Female,70,Living together as married,Retired/pensioned
CAN,Female,70,Widowed,Retired/pensioned
CAN,Male,37,Married,Full time
CAN,Female,64,Widowed,Retired/pensioned
CAN,Female,54,Divorced,Other
CAN,Female,32,Married,Homemaker not otherwise employed
CAN,Male,70,Married,Full time
CAN,Female,78,Married,Retired/pensioned
CAN,Female,73,Married,Retired/pensioned
CAN,Male,38,Single,Retired/pensioned
CAN,Female,26,Married,Homemaker not otherwise employed
CAN,Female,40,Married,Self employed
CAN,Male,33,Married,Full time
CAN,Female,23,Single,Full time
CAN,Female,34,Single,Full time
CAN,Male,68,Divorced,Part time
CAN,Female,63,Widowed,Retired/pensioned
CAN,Female,31,Living together as married,Full time
CAN,Female,81,Married,Retired/pensioned
CAN,Female,39,Married,Full time
CAN,Female,22,Single,Full time
CAN,Female,50,Married,Full time
CAN,Female,20,Single,Student
CAN,Male,51,Separated,Full time
CAN,Male,56,Single,Full time
CAN,Male,42,Living together as married,Full time
CAN,Female,19,Single,Full time
CAN,Female,66,Married,Retired/pensioned
CAN,Male,82,Married,Retired/pensioned
CAN,Female,20,Single,Student
CAN,Female,29,Living together as married,Full time
CAN,Female,79,Single,Retired/pensioned
CAN,Female,30,Living together as married,Student
CAN,Female,44,Single,Full time
CAN,Male,33,Divorced,Full time
CAN,Male,21,Single,Student
CAN,Male,33,Married,Full time
CAN,Male,31,Living together as married,Full time
CAN,Female,57,Separated,Full time
CAN,Male,65,Single,Retired/pensioned
CAN,Male,61,Living together as married,Full time
CAN,Male,28,Living together as married,Full time
CAN,Male,22,Single,Student
CAN,Female,39,Separated,Full time
CAN,Female,50,Living together as married,Part time
CAN,Female,66,Married,Retired/pensioned
CAN,Female,41,Married,Part time
CAN,Female,36,Married,Full time
CAN,Male,52,Married,Full time
CAN,Female,39,Living together as married,Full time
CAN,Male,64,Married,Retired/pensioned
CAN,Female,70,Married,Retired/pensioned
CAN,Male,56,Single,Unemployed
CAN,Male,71,Single,Retired/pensioned
CAN,Male,53,Single,Full time
CAN,Male,73,Separated,Retired/pensioned
CAN,Female,54,Living together as married,Unemployed
CAN,Male,73,Married,Retired/pensioned
CAN,Male,73,Married,Retired/pensioned
